00001,50,1,1534401613,1534401665.418,-1
00002,100,1,1534401132,1534401665.418,-1
00003,100,1,1534400884,1534401665.425,-1
00004,100,1,1534401113,1534401665.418,-1
00005,50,1,1534401108,1534401665.418,-1
00006,10,1,1534400672,1534401698.57,-1
00007,50,1,1534401051,1534401665.424,-1
00008,50,1,1534401091,1534401665.419,-1
00009,50,1,1534401542,1534401670.082,-1
00010,100,1,1534401070,1534401665.421,-1
00011,50,1,1534401424,1534401670.083,-1
00012,100,1,1534401611,1534401673.226,-1
00013,100,1,1534401194,1534401670.094,-1
00014,50,1,1534401365,1534401670.083,-1
00015,100,0,1534401137,1534401685.668,-1
00016,100,0,1534401298,1534401683.345,-1
00017,50,0,1534401134,1534401685.668,-1
00018,50,1,1534400625,1534401698.582,-1
00019,10,1,1534401318,1534401673.229,-1
00020,100,1,1534400828,1534401688.724,0
00021,50,1,1534400664,1534401677.155,-1
00022,100,1,1534400677,1534401683.313,-1
00023,50,0,1534401118,1534401663.053,21
00024,50,1,1534400661,1534401683.316,-1
00025,50,0,1534401220,1534401683.374,-1
00026,100,0,1534401528,1534401683.323,-1
00027,50,0,1534401250,1534401683.355,-1
00028,50,0,1534401330,1534401683.34,-1
00029,10,1,1534401065,1534401686.387,-1
00030,50,0,1534400981,1534401642.934,7
00031,100,1,1534400659,1534401683.316,-1
00032,100,0,1534400906,0,1
00033,100,0,1534401517,1534401683.323,-1
00034,100,0,1534401128,1534401663.049,23
00035,100,0,1534401494,1534401683.326,-1
00036,100,1,1534400729,1534401672.464,0
00037,100,0,1534401597,1534401683.319,-1
00038,100,1,1534400863,1534401693.724,0
00039,100,0,1534401143,1534401685.664,-1
00040,100,0,1534401535,1534401683.323,-1
00041,100,1,1534400726,1534401691.121,-1
00042,50,0,1534401587,1534401683.32,-1
00043,100,0,1534401418,1534401683.333,-1
00044,100,1,1534400912,1534401700.571,0
00045,10,0,1534401308,1534401683.343,-1
00046,100,1,1534400713,1534401686.388,-1
00047,100,0,1534401513,1534401683.325,-1
00048,100,0,1534401467,1534401683.328,-1
00049,100,0,1534401450,1534401683.331,-1
00050,50,1,1534400671,1534401679.549,-1
00051,100,0,1534400892,1534401701.525,-1
00052,10,0,1534400937,1534401642.959,2
00053,100,0,1534401487,1534401683.327,-1
00054,100,0,1534401059,1534401663.069,16
00055,50,1,1534400714,1534401691.122,-1
00056,100,0,1534401334,1534401683.338,-1
00057,100,0,1534401084,1534401663.06,18
00058,10,1,1534400658,1534401686.389,-1
00059,100,0,1534401008,1534401642.921,10
00060,100,1,1534400821,1534401686.384,0
00061,50,0,1534401157,1534401684.88,-1
00062,100,0,1534401002,1534401642.923,9
00063,50,0,1534400907,0,1
00064,100,0,1534401347,1534401683.337,-1
00065,50,1,1534400693,1534401684.13,-1
00066,100,0,1534401363,1534401683.335,-1
00067,50,0,1534401210,1534401683.387,-1
00068,100,0,1534401539,1534401683.323,-1
00069,50,0,1534401016,1534401642.919,12
00070,50,1,1534400860,1534401693.725,0
00071,100,1,1534400626,1534401691.124,-1
00072,50,0,1534400938,1534401642.959,2
00073,100,0,1534400936,1534401642.964,2
00074,100,1,1534400722,1534401698.573,-1
00075,10,0,1534401565,1534401683.321,-1
00076,50,0,1534401548,1534401683.322,-1
00077,100,0,1534401248,1534401683.356,-1
00078,50,1,1534400704,1534401691.123,-1
00079,100,0,1534401294,1534401683.346,-1
00080,100,0,1534400944,1534401642.954,3
00081,100,1,1534400847,1534401691.115,0
00082,50,1,1534400746,1534401700.546,-1
00083,50,0,1534401153,1534401684.886,-1
00084,50,1,1534400648,1534401698.574,-1
00085,100,0,1534401018,1534401642.918,12
00086,50,0,1534401402,1534401683.333,-1
00087,100,1,1534400677,1534401700.568,-1
00088,50,0,1534401198,1534401683.387,-1
00089,100,0,1534401240,1534401683.356,-1
00090,10,0,1534401521,1534401686.39,-1
00091,50,1,1534400913,1534401700.573,0
00092,50,1,1534400689,1534401682.603,-1
00093,100,0,1534401348,1534401683.336,-1
00094,100,0,1534400949,1534401642.953,3
00095,50,0,1534401102,1534401663.055,19
00096,100,1,1534400672,1534401683.314,-1
00097,100,0,1534401297,1534401683.346,-1
00098,50,0,1534401331,1534401683.34,-1
00099,100,0,1534401474,1534401686.395,-1
00100,100,0,1534401486,1534401688.733,-1
00101,50,0,1534401367,1534401683.335,-1
00102,10,1,1534400721,1534401698.574,-1
00103,100,0,1534400985,1534401642.933,7
00104,100,1,1534400636,1534401698.579,-1
00105,10,0,1534401175,1534401684.878,-1
00106,50,0,1534401265,1534401683.351,-1
00107,50,0,1534401609,1534401691.125,-1
00108,100,0,1534401428,1534401683.332,-1
00109,50,1,1534400806,1534401686.384,0
00110,100,0,1534401512,1534401691.141,-1
00111,100,0,1534401258,1534401683.352,-1
00112,50,0,1534400996,1534401642.927,8
00113,100,1,1534400857,1534401692.908,0
00114,50,0,1534400892,1534401701.527,-1
00115,50,1,1534400643,1534401698.574,-1
00116,100,1,1534400639,1534401698.578,-1
00117,100,1,1534400809,1534401687.936,0
00118,50,0,1534401100,1534401663.057,19
00119,100,0,1534401033,1534401663.084,11
00120,100,1,1534400691,1534401685.618,-1
00121,10,0,1534401490,1534401685.619,-1
00122,100,1,1534400742,1534401700.549,-1
00123,100,0,1534401372,1534401683.335,-1
00124,50,0,1534401307,1534401683.344,-1
00125,100,0,1534401575,1534401690.278,-1
00126,100,0,1534401418,1534401685.619,-1
00127,10,0,1534401604,1534401691.127,-1
00128,100,1,1534400791,1534401684.097,0
00129,100,0,1534401504,1534401690.288,-1
00130,10,0,1534401390,1534401685.62,-1
00131,100,1,1534400849,1534401692.908,0
00132,10,0,1534400928,1534401642.965,2
00133,50,0,1534400971,1534401642.94,5
00134,50,0,1534401038,1534401663.082,12
00135,100,0,1534401380,1534401685.625,-1
00136,100,1,1534400667,1534401683.315,-1
