0001,100,2,1534819124,1534820095.664,0,1571
0002,100,3,1534818558,1534820128.858,0,367
0003,100,4,1534818895,1534820231.399,0,1139
0004,100,2,1534819187,1534820252.354,0,2928
0005,100,4,1534818882,1534820227.359,0,1112
0006,100,1,1534819274,1534819665.768,12,3047
0007,100,1,1534819353,1534819665.768,12,3047
0008,100,3,1534818796,1534820198.241,0,865
0009,100,3,1534818970,1534820243.591,0,1213
0010,100,3,1534818762,1534820169.336,0,502
0011,100,2,1534819360,1534820230.954,0,1458
0012,100,3,1534819006,1534820225.34,0,570
0013,100,3,1534818629,1534820139.059,0,390
0014,100,2,1534819180,1534820054.92,8,420
0015,100,3,1534818896,1534820198.587,0,423
0016,100,3,1534818714,1534820159.282,0,505
0017,100,2,1534819210,1534820063.27,11,394
0018,100,3,1534818847,1534820186.318,0,322
0019,100,3,1534818624,1534820138.958,0,389
0020,100,2,1534819262,1534820075.498,0,495
0021,100,3,1534818639,1534820141.062,0,403
0022,100,3,1534819018,1534820231.166,0,587
0023,100,3,1534818972,1534820217.223,0,554
0024,100,2,1534819401,1534820249.436,0,1643
0025,100,3,1534818528,1534820116.234,0,241
0026,100,3,1534818914,1534820204.787,0,470
0027,100,3,1534818925,1534820206.75,0,491
0028,100,3,1534819022,1534820233.034,0,599
0029,100,2,1534819337,1534819857.434,13,1771
0030,100,1,1534819430,1534819887.567,1,1788
0031,100,3,1534818912,1534820204.571,0,466
0032,100,3,1534818635,1534820142.835,0,421
0033,100,3,1534818570,1534820124.738,0,276
0034,100,2,1534819400,1534820247.979,0,1630
0035,100,2,1534819214,1534820065.278,0,407
0036,100,3,1534818702,1534820157.012,0,495
0037,100,2,1534819230,1534820067.317,0,424
0038,100,3,1534818490,1534820107.902,0,209
0039,100,3,1534818902,1534820200.34,0,439
0040,100,3,1534818594,1534820130.741,0,324
0041,100,3,1534818575,1534820126.813,0,294
0042,100,3,1534818629,1534820138.958,0,405
0043,100,3,1534818611,1534820135.048,0,365
0044,100,3,1534818477,1534820103.889,0,200
0045,100,3,1534818888,1534820196.586,0,398
0046,100,1,1534819462,1534819897.097,9,1776
0047,100,3,1534819041,1534820241.193,0,636
0048,100,3,1534819008,1534820225.34,0,566
0049,100,4,1534818821,1534820182.201,0,292
0050,100,4,1534818799,1534820176.088,0,259
0051,100,2,1534819140,1534820048.146,2,455
0052,100,3,1534818739,1534820163.132,0,473
0053,100,3,1534818825,1534820183.719,0,302
0054,100,3,1534818901,1534820200.461,0,438
0055,100,3,1534819110,1534820259.556,0,456
0056,100,2,1534819402,1534820249.98,0,1649
0057,100,2,1534819214,1534820066.868,0,415
0058,100,3,1534818984,1534820219.234,0,565
0059,100,3,1534818701,1534820157.254,0,501
0060,100,3,1534818980,1534820219.117,0,566
0061,100,2,1534819187,1534820058.672,9,404
0062,100,3,1534818895,1534820198.588,0,418
0063,100,3,1534818903,1534820200.561,0,434
0064,100,1,1534819440,1534819890.675,3,1784
0065,100,3,1534818663,1534820149.299,0,460
0066,100,2,1534819145,1534820048.149,3,455
0067,100,3,1534818572,1534820126.48,0,292
0068,100,3,1534818876,1534820192.436,0,376
0069,100,3,1534818834,1534820184.314,0,305
0070,100,2,1534819301,1534820083.588,0,555
0071,100,1,1534819429,1534820122.188,-1,1770
0072,100,3,1534818939,1534820209.033,0,505
0073,100,2,1534819249,1534820071.465,0,462
0074,100,2,1534819154,1534820050.3,4,444
0075,100,3,1534819118,1534820261.979,0,458
0076,100,3,1534818920,1534820204.897,0,471
0077,100,3,1534818822,1534820184.073,0,306
0078,100,3,1534818596,1534820132.825,0,344
0079,100,2,1534819299,1534820083.364,0,552
0080,100,2,1534819360,1534820099.986,0,320
0081,100,3,1534818517,1534820114.233,0,232
0082,100,2,1534819269,1534820077.5,0,508
0083,100,2,1534819364,1534820233.273,0,1484
0084,100,2,1534819132,1534820046.81,1,465
0085,100,2,1534819270,1534820079.141,0,519
0086,100,3,1534818838,1534820185.736,0,317
0087,100,3,1534818702,1534820157.569,0,502
0088,100,3,1534818612,1534820136.957,0,382
0089,100,2,1534819210,1534820064.777,0,402
0090,100,1,1534819428,1534820122.405,-1,1775
0091,100,3,1534819114,1534820260.199,0,451
0092,100,2,1534819377,1534820241.527,0,1581
0093,100,3,1534818946,1534820210.863,0,522
0094,100,3,1534819001,1534820224.887,0,572
0095,100,3,1534818821,1534820182.202,0,289
0096,100,3,1534818536,1534820118.321,0,249
0097,100,4,1534818804,1534820177.924,0,266
0098,100,3,1534818515,1534820112.317,0,221
0099,100,2,1534819293,1534820083.364,0,550
0100,100,3,1534818666,1534820149.299,0,457
0101,100,3,1534818731,1534820161.283,0,486
0102,100,3,1534818542,1534820118.554,0,254
0103,100,3,1534819075,1534820252.354,0,467
0104,100,2,1534819168,1534820052.919,6,430
0105,100,2,1534819242,1534820070.929,0,458
0106,100,3,1534818467,1534820101.722,0,178
0107,100,3,1534818498,1534820110.062,0,212
0108,100,2,1534819243,1534820070.929,0,461
0109,100,2,1534819401,1534820249.761,0,1647
0110,100,2,1534819240,1534820069.425,0,452
0111,100,3,1534818619,1534820138.742,0,393
