0001,100,1,1534400218,1534400446.081,-1
0002,100,1,1534399709,1534400446.092,-1
0003,100,1,1534399350,1534400449.08,-1
0004,100,1,1534400051,1534400456.605,-1
0005,100,1,1534400150,1534400435.661,-1
0006,100,1,1534399812,1534400435.726,29
0007,10,1,1534399364,1534400440.338,-1
0008,100,1,1534400284,1534400437.025,-1
0009,100,1,1534399472,1534400449.784,-1
0010,100,1,1534399526,1534400450.103,-1
0011,100,1,1534399644,1534400454.039,-1
0012,50,2,1534399455,1534400435.681,-1
0013,100,1,1534399599,1534400446.122,-1
0014,100,1,1534399420,1534400440.165,-1
0015,100,1,1534399448,1534400428.986,25
0016,100,0,1534400085,1534400456.938,-1
0017,100,1,1534399813,1534400435.712,30
0018,50,0,1534400277,1534400419.793,21
0019,100,0,1534400205,1534400422.116,12
0020,100,1,1534399460,1534400449.807,-1
0021,50,0,1534400173,1534400398.289,10
0022,50,1,1534399578,1534400446.128,-1
0023,100,1,1534399988,1534400442.984,0
0024,10,1,1534399393,1534400444.24,-1
0025,100,0,1534400248,1534400420.125,18
0026,100,1,1534399758,1534400454.437,-1
0027,100,1,1534399527,1534400438.401,-1
0028,100,0,1534400218,1534400421.814,14
0029,100,1,1534399753,1534400454.454,-1
0030,100,1,1534399401,1534400440.292,-1
0031,50,1,1534399613,1534400438.334,-1
0032,50,0,1534400186,1534400422.123,8
0033,100,1,1534399438,1534400443.305,-1
0034,100,1,1534399697,1534400434.104,28
0035,10,1,1534399520,1534400446.149,-1
0036,50,1,1534399916,1534400456.83,-1
0037,100,0,1534400262,1534400420.106,20
0038,100,1,1534399484,1534400450.121,-1
0039,100,1,1534399725,1534400434.084,28
0040,100,0,1534400209,1534400422.116,12
0041,100,1,1534400073,1534400456.269,0
0042,50,0,1534400087,1534400456.94,-1
0043,50,1,1534399845,1534400440.987,-1
0044,100,0,1534400221,1534400420.161,15
0045,100,0,1534400099,1534400399.543,2
0046,50,1,1534400045,1534400454.219,0
0047,100,0,1534400099,1534400400.074,2
0048,100,1,1534399961,1534400437.778,0
0049,100,1,1534399941,1534400454.226,-1
0050,100,1,1534399873,1534400450.674,-1
0051,100,0,1534400237,1534400420.158,16
0052,50,1,1534399955,1534400456.78,-1
0053,100,1,1534399463,1534400448.748,-1
0054,100,0,1534400239,1534400420.155,17
0055,100,1,1534399434,1534400443.311,-1
0056,100,1,1534399641,1534400454.068,-1
0057,50,1,1534399862,1534400450.688,-1
0058,100,1,1534399814,1534400437.037,-1
0059,100,1,1534399617,1534400438.336,-1
0060,100,1,1534400058,1534400449.856,0
0061,100,0,1534400231,1534400420.159,15
0062,100,1,1534399551,1534400438.362,-1
0063,10,0,1534400302,1534400419.668,23
0064,50,0,1534400180,1534400398.277,12
0065,10,1,1534399410,1534400443.147,-1
0066,50,1,1534399332,1534400427.944,24
0067,100,1,1534399364,1534400442.155,-1
0068,100,1,1534399474,1534400450.125,-1
0069,50,1,1534400045,1534400454.221,0
0070,10,1,1534399901,1534400447.862,-1
0071,50,1,1534399322,1534400427.945,24
0072,50,1,1534399677,1534400438.176,-1
0073,50,1,1534400075,1534400456.774,0
0074,10,1,1534399696,1534400438.161,-1
0075,100,1,1534399612,1534400438.339,-1
0076,100,1,1534399641,1534400438.19,-1
0077,100,1,1534399409,1534400440.168,-1
0078,50,0,1534400083,1534400456.611,-1
0079,10,1,1534399539,1534400438.373,-1
0080,50,1,1534399840,1534400440.988,-1
0081,10,1,1534399941,1534400452.229,-1
0082,50,1,1534399364,1534400442.158,-1
0083,10,0,1534400127,1534400399.038,4
0084,100,1,1534399626,1534400432.825,27
0085,10,0,1534400144,1534400398.478,5
0086,50,1,1534399626,1534400438.331,-1
0087,100,1,1534399686,1534400438.167,-1
0088,50,1,1534399789,1534400454.227,-1
0089,50,1,1534399689,1534400438.166,-1
0090,50,1,1534399585,1534400445.452,-1
0091,100,1,1534399936,1534400452.229,-1
0092,100,1,1534399888,1534400447.862,-1
0093,100,1,1534399924,1534400452.231,-1
0094,10,1,1534399653,1534400438.18,-1
0095,100,1,1534399876,1534400447.889,-1
0096,100,0,1534400200,1534400422.118,11
0097,50,1,1534399887,1534400452.233,-1
0098,50,1,1534399668,1534400438.179,-1
0099,100,1,1534399785,1534400454.231,-1
0100,10,1,1534399967,1534400438.152,0
0101,10,1,1534399359,1534400448.77,-1
0102,50,0,1534400217,1534400421.814,14
0103,50,1,1534399658,1534400438.18,-1
0104,100,1,1534399360,1534400442.164,-1
0105,10,1,1534399688,1534400438.163,-1
0106,100,1,1534399438,1534400443.308,-1
0107,50,1,1534399659,1534400438.179,-1
0108,100,1,1534399681,1534400438.174,-1
0109,50,0,1534400293,1534400419.671,23
0110,10,1,1534399747,1534400450.447,-1
0111,50,0,1534400159,1534400398.322,7
0112,100,1,1534399926,1534400454.678,-1
0113,50,1,1534399719,1534400444.095,-1
0114,100,1,1534399678,1534400438.176,-1
0115,100,1,1534399521,1534400438.539,-1
0116,10,1,1534399703,1534400440.992,-1
0117,100,1,1534399881,1534400452.235,-1
0118,50,1,1534399690,1534400438.162,-1
0119,50,1,1534399425,1534400440.164,-1
0120,100,0,1534400241,1534400420.127,17
0121,100,1,1534399399,1534400440.294,-1
0122,100,1,1534399364,1534400442.16,-1
0123,100,1,1534400050,1534400455.69,0
0124,50,0,1534400170,1534400398.3,9
0125,100,0,1534400084,1534400456.077,-1
0126,50,1,1534399998,1534400443.149,0
0127,50,1,1534399840,1534400441.151,-1
0128,50,1,1534399804,1534400436.743,29
0129,100,1,1534399420,1534400440.165,-1
0130,10,0,1534400215,1534400421.995,13
0131,100,1,1534399353,1534400442.2,-1
0132,100,0,1534400210,1534400422.115,13
0133,100,1,1534399519,1534400438.552,-1
0134,100,0,1534400173,1534400398.296,10
0135,50,1,1534399322,1534400446.518,-1
0136,10,1,1534399504,1534400450.47,-1
0137,100,1,1534399442,1534400444.239,-1
0138,100,1,1534399462,1534400449.802,-1
0139,50,1,1534399878,1534400452.238,-1
0140,50,1,1534399887,1534400453.639,-1
0141,100,1,1534399812,1534400455.896,-1
0142,100,0,1534400304,1534400446.534,-1
0143,50,1,1534399567,1534400446.148,-1
0144,100,1,1534399663,1534400438.179,-1
0145,50,1,1534399635,1534400450.45,-1
0146,50,1,1534399964,1534400437.778,0
0147,50,1,1534400014,1534400445.366,0
0148,50,0,1534400160,1534400398.314,7
0149,50,0,1534400302,1534400421.806,23
0150,50,1,1534399437,1534400443.309,-1
0151,50,1,1534399530,1534400438.391,-1
0152,50,1,1534399720,1534400448.0,-1
0153,50,1,1534400070,1534400454.234,0
0154,100,1,1534399607,1534400450.45,-1
0155,100,0,1534400224,1534400420.16,15
0156,50,1,1534399619,1534400452.284,-1
0157,50,0,1534400143,1534400398.996,5
0158,100,1,1534399613,1534400452.296,-1
0159,100,1,1534399648,1534400438.19,-1
0160,10,1,1534399417,1534400440.166,-1
0161,100,1,1534399553,1534400438.359,-1
0162,100,1,1534399429,1534400443.312,-1
0163,100,0,1534400220,1534400420.276,14
0164,100,0,1534400197,1534400422.118,10
0165,100,1,1534399715,1534400441.154,-1
0166,100,0,1534400234,1534400421.813,16
0167,100,0,1534400249,1534400422.425,18
0168,50,1,1534399496,1534400450.488,-1
0169,50,1,1534399486,1534400450.488,-1
0170,100,0,1534400314,1534400446.521,-1
0171,50,0,1534400160,1534400398.321,7
0172,100,0,1534400202,1534400422.117,11
0173,100,1,1534399613,1534400452.31,-1
0174,100,1,1534399809,1534400435.76,29
0175,50,1,1534399909,1534400454.688,-1
0176,100,0,1534400142,1534400399.03,4
0177,100,1,1534400023,1534400447.499,0
0178,100,1,1534399998,1534400443.152,0
0179,100,1,1534399443,1534400446.184,-1
0180,100,1,1534400028,1534400448.272,0
0181,100,1,1534399356,1534400442.171,-1
0182,100,1,1534400052,1534400455.69,0
0183,100,1,1534399577,1534400440.993,-1
0184,100,0,1534400255,1534400422.425,19
0185,100,1,1534399819,1534400438.156,-1
0186,100,1,1534399815,1534400456.297,-1
0187,50,1,1534399993,1534400441.844,0
0188,10,1,1534399788,1534400438.159,-1
0189,100,1,1534399797,1534400438.158,-1
0190,10,1,1534399823,1534400438.155,-1
0191,100,1,1534399837,1534400439.8,-1
0192,100,0,1534400186,1534400422.124,7
0193,100,1,1534399392,1534400440.294,-1
0194,100,0,1534400295,1534400424.115,22
0195,50,1,1534399707,1534400441.155,-1
0196,50,1,1534399555,1534400438.358,-1
0197,50,1,1534399722,1534400445.398,-1
0198,50,1,1534399346,1534400447.51,-1
0199,100,1,1534400071,1534400454.24,0
0200,50,1,1534399512,1534400450.692,-1
0201,10,0,1534400314,1534400446.528,-1
0202,100,1,1534399322,1534400426.575,24
0203,100,1,1534400033,1534400449.511,0
0204,100,1,1534399446,1534400440.158,-1
0205,50,1,1534399353,1534400448.816,-1
0206,50,1,1534399765,1534400453.648,-1
0207,100,1,1534399616,1534400438.331,-1
0208,50,0,1534400117,1534400399.219,3
0209,10,1,1534399802,1534400436.823,29
0210,100,0,1534400245,1534400422.426,18
0211,100,1,1534399829,1534400439.818,-1
0212,100,1,1534399541,1534400438.372,-1
0213,100,0,1534400169,1534400398.302,9
0214,100,0,1534400181,1534400398.275,12
0215,10,0,1534400094,1534400400.083,1
0216,50,1,1534399904,1534400452.242,-1
0217,100,1,1534399601,1534400431.076,27
0218,100,1,1534400055,1534400449.512,0
0219,10,1,1534399656,1534400454.251,-1
0220,100,1,1534399983,1534400440.984,0
0221,100,1,1534399873,1534400446.115,-1
0222,50,1,1534399743,1534400447.52,-1
0223,50,1,1534399816,1534400438.157,-1
0224,50,1,1534399895,1534400447.517,-1
0225,10,0,1534400235,1534400422.437,16
0226,100,0,1534400114,1534400399.221,3
0227,50,1,1534399913,1534400456.63,-1
0228,100,1,1534399691,1534400441.157,-1
0229,100,0,1534400128,1534400399.037,4
0230,50,1,1534399592,1534400445.406,-1
0231,50,0,1534400089,1534400400.091,1
0232,10,1,1534399416,1534400440.999,-1
0233,100,1,1534399752,1534400434.083,28
0234,100,1,1534399680,1534400438.172,-1
0235,100,1,1534399554,1534400438.358,-1
0236,100,1,1534399534,1534400438.384,-1
0237,50,1,1534400055,1534400449.414,0
0238,10,0,1534400304,1534400421.69,24
0239,50,0,1534400197,1534400422.121,10
0240,50,1,1534399653,1534400438.185,-1
0241,10,0,1534400256,1534400424.123,18
0242,50,1,1534399352,1534400442.204,-1
0243,100,0,1534400272,1534400424.464,21
0244,50,1,1534399952,1534400434.956,0
0245,50,1,1534399470,1534400450.133,-1
0246,100,1,1534400065,1534400452.507,0
0247,100,0,1534400261,1534400424.474,19
0248,50,0,1534400178,1534400399.704,11
0249,100,0,1534400215,1534400422.113,13
0250,100,0,1534400130,1534400399.035,4
0251,10,1,1534399935,1534400450.462,-1
0252,100,0,1534400076,1534400455.902,-1
0253,100,1,1534399329,1534400446.491,-1
0254,100,1,1534399531,1534400438.39,-1
0255,50,1,1534399427,1534400443.313,-1
0256,50,1,1534399702,1534400441.156,-1
0257,10,1,1534400028,1534400448.272,0
0258,100,1,1534399885,1534400447.255,-1
0259,100,0,1534400168,1534400399.705,8
0260,100,0,1534400186,1534400424.141,7
0261,10,1,1534399634,1534400453.681,-1
0262,100,1,1534399987,1534400441.143,0
0263,100,1,1534399338,1534400428.634,24
0264,100,0,1534400114,1534400399.352,3
0265,50,1,1534399466,1534400429.911,25
0266,100,1,1534399809,1534400438.157,-1
0267,50,0,1534400286,1534400425.885,22
0268,100,0,1534400198,1534400423.227,10
0269,100,1,1534399838,1534400438.894,-1
0270,100,0,1534400241,1534400422.435,17
0271,50,1,1534399889,1534400447.519,-1
0272,100,0,1534400092,1534400400.085,1
0273,50,1,1534399925,1534400450.463,-1
0274,50,1,1534399726,1534400447.255,-1
0275,10,0,1534400236,1534400422.435,16
