00001,100,1,1534411852,1534412219.58,0,390
00002,100,1,1534411399,1534412219.58,0,390
00003,100,1,1534411876,1534412219.58,0,390
00004,100,1,1534411574,1534412219.58,0,390
00005,100,1,1534412172,1534412219.58,0,390
00006,100,1,1534411600,1534412219.58,0,390
00007,50,1,1534412016,1534412219.58,0,390
00008,100,1,1534411554,1534412219.58,0,390
00009,100,1,1534411341,1534412219.58,0,390
00010,100,1,1534411450,1534412219.58,0,390
00011,100,1,1534411357,1534412658.082,0,355
00012,100,0,1534411942,1534412217.582,-1,391
00013,50,0,1534411726,1534412217.583,-1,391
00014,100,0,1534412180,1534412217.582,-1,391
00015,10,1,1534411544,1534412219.581,0,389
00016,100,0,1534411680,1534412217.583,-1,391
00017,100,0,1534412050,1534412217.582,-1,391
00018,50,2,1534411261,1534412364.152,0,363
00019,100,0,1534411772,1534412362.153,-1,385
00020,10,1,1534411935,1534412219.581,0,389
00021,50,0,1534411903,1534412217.582,-1,391
00022,100,0,1534412060,1534412217.582,-1,391
00023,100,0,1534411970,1534412217.582,-1,391
00024,100,0,1534411628,1534412362.153,-1,385
00025,50,0,1534411502,1534412362.153,-1,385
00026,100,1,1534411219,1534412241.567,-1,378
00027,100,0,1534412157,1534412217.582,-1,391
00028,100,0,1534412013,1534412217.582,-1,391
00029,100,0,1534412075,1534412217.582,-1,391
00030,100,0,1534411487,1534412362.154,-1,385
00031,10,1,1534411679,1534412219.582,0,389
00032,100,2,1534411239,1534412301.471,0,365
00033,50,0,1534411490,1534412299.471,-1,385
00034,10,0,1534412186,0,-2,396
00035,50,0,1534411808,1534412217.583,-1,391
00036,100,1,1534411225,1534412250.685,0,372
00037,100,0,1534411776,1534412217.583,-1,391
00038,50,0,1534411971,0,-2,396
00039,100,2,1534411239,1534412302.901,0,365
00040,10,0,1534411854,1534412300.901,-1,385
00041,100,0,1534411941,0,-2,396
00042,100,1,1534411385,1534412735.943,0,354
00043,100,1,1534411223,1534412251.708,-1,372
00044,100,0,1534411635,1534412217.584,-1,391
00045,50,0,1534411549,1534412217.585,-1,391
00046,100,0,1534411602,1534412217.585,-1,391
00047,100,0,1534411509,1534412217.586,-1,391
00048,50,2,1534411315,1534412526.524,0,354
00049,100,0,1534411463,1534412524.527,-1,385
00050,50,0,1534412000,0,-2,396
00051,100,0,1534411911,0,-2,396
00052,100,0,1534411876,0,-2,396
00053,10,0,1534411970,0,-2,396
00054,50,0,1534411691,0,-2,396
00055,100,1,1534411247,1534412321.949,-1,366
